seed,t0,delta,step_ahead,clock_ahead,baseline_midprice,level_midprice,baseline_delta_p,level_delta_p,response_vs_baseline,level_effect_vs_baseline
249,3,-2.0,8,120.0,994.5,994.5,-3.0,-3.0,0.0,0.0
249,3,-1.0,0,0.0,997.5,997.5,0.0,0.0,0.0,0.0
249,3,-1.0,1,15.0,997.5,997.5,0.0,0.0,0.0,0.0
249,3,-1.0,2,30.0,996.5,996.5,-1.0,-1.0,0.0,0.0
249,3,-1.0,3,45.0,996.5,996.5,-1.0,-1.0,0.0,0.0
249,3,-1.0,4,60.0,995.5,995.5,-2.0,-2.0,0.0,0.0
249,3,-1.0,5,75.0,995.5,995.5,-2.0,-2.0,0.0,0.0
249,3,-1.0,6,90.0,994.5,994.5,-3.0,-3.0,0.0,0.0
249,3,-1.0,7,105.0,994.5,994.5,-3.0,-3.0,0.0,0.0
249,3,-1.0,8,120.0,994.5,994.5,-3.0,-3.0,0.0,0.0
249,3,0.0,0,0.0,997.5,997.5,0.0,0.0,0.0,0.0
249,3,0.0,1,15.0,997.5,997.5,0.0,0.0,0.0,0.0
249,3,0.0,2,30.0,996.5,996.5,-1.0,-1.0,0.0,0.0
249,3,0.0,3,45.0,996.5,996.5,-1.0,-1.0,0.0,0.0
249,3,0.0,4,60.0,995.5,995.5,-2.0,-2.0,0.0,0.0
249,3,0.0,5,75.0,995.5,995.5,-2.0,-2.0,0.0,0.0
249,3,0.0,6,90.0,994.5,994.5,-3.0,-3.0,0.0,0.0
249,3,0.0,7,105.0,994.5,994.5,-3.0,-3.0,0.0,0.0
249,3,0.0,8,120.0,994.5,994.5,-3.0,-3.0,0.0,0.0
249,3,1.0,0,0.0,997.5,997.5,0.0,0.0,0.0,0.0
249,3,1.0,1,15.0,997.5,997.5,0.0,0.0,0.0,0.0
249,3,1.0,2,30.0,996.5,996.5,-1.0,-1.0,0.0,0.0
249,3,1.0,3,45.0,996.5,996.5,-1.0,-1.0,0.0,0.0
249,3,1.0,4,60.0,995.5,996.5,-2.0,-1.0,1.0,1.0
249,3,1.0,5,75.0,995.5,995.5,-2.0,-2.0,0.0,0.0
249,3,1.0,6,90.0,994.5,995.5,-3.0,-2.0,1.0,1.0
249,3,2.0,0,0.0,997.5,997.5,0.0,0.0,0.0,0.0
249,3,2.0,1,15.0,997.5,996.5,0.0,-1.0,-1.0,-1.0
249,3,2.0,2,30.0,996.5,996.5,-1.0,-1.0,0.0,0.0
249,3,2.0,3,45.0,996.5,995.5,-1.0,-2.0,-1.0,-1.0
249,3,2.0,4,60.0,995.5,995.5,-2.0,-2.0,0.0,0.0
249,3,2.0,5,75.0,995.5,995.5,-2.0,-2.0,0.0,0.0
249,3,2.0,6,90.0,994.5,994.5,-3.0,-3.0,0.0,0.0
249,3,2.0,7,105.0,994.5,994.5,-3.0,-3.0,0.0,0.0
249,3,2.0,8,120.0,994.5,994.5,-3.0,-3.0,0.0,0.0
249,3,3.0,0,0.0,997.5,997.5,0.0,0.0,0.0,0.0
249,3,3.0,1,15.0,997.5,996.5,0.0,-1.0,-1.0,-1.0
249,3,3.0,2,30.0,996.5,996.5,-1.0,-1.0,0.0,0.0
249,3,3.0,3,45.0,996.5,995.5,-1.0,-2.0,-1.0,-1.0
249,3,3.0,4,60.0,995.5,995.5,-2.0,-2.0,0.0,0.0
249,3,3.0,5,75.0,995.5,995.5,-2.0,-2.0,0.0,0.0
249,3,3.0,6,90.0,994.5,994.5,-3.0,-3.0,0.0,0.0
249,3,3.0,7,105.0,994.5,994.5,-3.0,-3.0,0.0,0.0
249,3,3.0,8,120.0,994.5,994.5,-3.0,-3.0,0.0,0.0
260,2,-3.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
260,2,-3.0,1,15.0,997.5,998.5,-1.0,0.0,1.0,1.0
260,2,-3.0,2,30.0,997.5,997.5,-1.0,-1.0,0.0,0.0
260,2,-3.0,3,45.0,996.5,996.5,-2.0,-2.0,0.0,0.0
260,2,-3.0,4,60.0,996.5,996.5,-2.0,-2.0,0.0,0.0
260,2,-3.0,5,75.0,996.5,996.5,-2.0,-2.0,0.0,0.0
260,2,-3.0,6,90.0,995.5,995.5,-3.0,-3.0,0.0,0.0
260,2,-3.0,7,105.0,994.5,994.5,-4.0,-4.0,0.0,0.0
260,2,-3.0,8,120.0,994.5,994.5,-4.0,-4.0,0.0,0.0
260,2,-3.0,9,135.0,994.5,994.5,-4.0,-4.0,0.0,0.0
260,2,-2.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
260,2,-2.0,1,15.0,997.5,998.5,-1.0,0.0,1.0,1.0
260,2,-2.0,2,30.0,997.5,997.5,-1.0,-1.0,0.0,0.0
260,2,-2.0,3,45.0,996.5,996.5,-2.0,-2.0,0.0,0.0
260,2,-2.0,4,60.0,996.5,996.5,-2.0,-2.0,0.0,0.0
260,2,-2.0,5,75.0,996.5,996.5,-2.0,-2.0,0.0,0.0
260,2,-2.0,6,90.0,995.5,995.5,-3.0,-3.0,0.0,0.0
260,2,-2.0,7,105.0,994.5,994.5,-4.0,-4.0,0.0,0.0
260,2,-2.0,8,120.0,994.5,994.5,-4.0,-4.0,0.0,0.0
260,2,-2.0,9,135.0,994.5,994.5,-4.0,-4.0,0.0,0.0
260,2,-1.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
260,2,-1.0,1,15.0,997.5,998.5,-1.0,0.0,1.0,1.0
260,2,-1.0,2,30.0,997.5,997.5,-1.0,-1.0,0.0,0.0
260,2,-1.0,3,45.0,996.5,997.5,-2.0,-1.0,1.0,1.0
260,2,-1.0,4,60.0,996.5,996.5,-2.0,-2.0,0.0,0.0
260,2,-1.0,5,75.0,996.5,996.5,-2.0,-2.0,0.0,0.0
260,2,-1.0,6,90.0,995.5,995.5,-3.0,-3.0,0.0,0.0
260,2,-1.0,7,105.0,994.5,994.5,-4.0,-4.0,0.0,0.0
260,2,-1.0,8,120.0,994.5,994.5,-4.0,-4.0,0.0,0.0
260,2,-1.0,9,135.0,994.5,994.5,-4.0,-4.0,0.0,0.0
260,2,0.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
260,2,0.0,1,15.0,997.5,997.5,-1.0,-1.0,0.0,0.0
260,2,0.0,2,30.0,997.5,997.5,-1.0,-1.0,0.0,0.0
260,2,0.0,3,45.0,996.5,996.5,-2.0,-2.0,0.0,0.0
260,2,0.0,4,60.0,996.5,996.5,-2.0,-2.0,0.0,0.0
260,2,0.0,5,75.0,996.5,996.5,-2.0,-2.0,0.0,0.0
260,2,0.0,6,90.0,995.5,995.5,-3.0,-3.0,0.0,0.0
260,2,0.0,7,105.0,994.5,994.5,-4.0,-4.0,0.0,0.0
260,2,0.0,8,120.0,994.5,994.5,-4.0,-4.0,0.0,0.0
260,2,0.0,9,135.0,994.5,994.5,-4.0,-4.0,0.0,0.0
260,2,1.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
260,2,1.0,1,15.0,997.5,997.5,-1.0,-1.0,0.0,0.0
260,2,1.0,2,30.0,997.5,997.5,-1.0,-1.0,0.0,0.0
260,2,1.0,3,45.0,996.5,996.5,-2.0,-2.0,0.0,0.0
260,2,1.0,4,60.0,996.5,996.5,-2.0,-2.0,0.0,0.0
260,2,1.0,5,75.0,996.5,996.5,-2.0,-2.0,0.0,0.0
260,2,1.0,6,90.0,995.5,995.5,-3.0,-3.0,0.0,0.0
260,2,1.0,7,105.0,994.5,994.5,-4.0,-4.0,0.0,0.0
260,2,1.0,8,120.0,994.5,994.5,-4.0,-4.0,0.0,0.0
260,2,1.0,9,135.0,994.5,994.5,-4.0,-4.0,0.0,0.0
260,2,2.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
260,2,2.0,1,15.0,997.5,997.5,-1.0,-1.0,0.0,0.0
260,2,2.0,2,30.0,997.5,997.5,-1.0,-1.0,0.0,0.0
260,2,2.0,3,45.0,996.5,996.5,-2.0,-2.0,0.0,0.0
260,2,2.0,4,60.0,996.5,996.5,-2.0,-2.0,0.0,0.0
260,2,2.0,5,75.0,996.5,996.0,-2.0,-2.5,-0.5,-0.5
260,2,2.0,6,90.0,995.5,995.5,-3.0,-3.0,0.0,0.0
260,2,2.0,7,105.0,994.5,994.5,-4.0,-4.0,0.0,0.0
260,2,2.0,8,120.0,994.5,994.5,-4.0,-4.0,0.0,0.0
260,2,2.0,9,135.0,994.5,994.5,-4.0,-4.0,0.0,0.0
260,2,3.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
260,2,3.0,1,15.0,997.5,997.5,-1.0,-1.0,0.0,0.0
260,2,3.0,2,30.0,997.5,997.5,-1.0,-1.0,0.0,0.0
260,2,3.0,3,45.0,996.5,996.5,-2.0,-2.0,0.0,0.0
260,2,3.0,4,60.0,996.5,996.5,-2.0,-2.0,0.0,0.0
260,2,3.0,5,75.0,996.5,996.5,-2.0,-2.0,0.0,0.0
260,2,3.0,6,90.0,995.5,995.5,-3.0,-3.0,0.0,0.0
260,2,3.0,7,105.0,994.5,994.5,-4.0,-4.0,0.0,0.0
260,2,3.0,8,120.0,994.5,994.5,-4.0,-4.0,0.0,0.0
260,2,3.0,9,135.0,994.5,994.5,-4.0,-4.0,0.0,0.0
270,2,-3.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
270,2,-3.0,1,15.0,997.5,997.5,-1.0,-1.0,0.0,0.0
270,2,-3.0,2,30.0,997.0,997.0,-1.5,-1.5,0.0,0.0
270,2,-3.0,3,45.0,996.5,996.5,-2.0,-2.0,0.0,0.0
270,2,-3.0,4,60.0,995.5,995.5,-3.0,-3.0,0.0,0.0
270,2,-3.0,5,75.0,995.5,995.5,-3.0,-3.0,0.0,0.0
270,2,-2.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
270,2,-2.0,1,15.0,997.5,997.5,-1.0,-1.0,0.0,0.0
270,2,-2.0,2,30.0,997.0,997.0,-1.5,-1.5,0.0,0.0
270,2,-2.0,3,45.0,996.5,996.5,-2.0,-2.0,0.0,0.0
270,2,-2.0,4,60.0,995.5,995.5,-3.0,-3.0,0.0,0.0
270,2,-2.0,5,75.0,995.5,995.5,-3.0,-3.0,0.0,0.0
270,2,-1.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
270,2,-1.0,1,15.0,997.5,997.5,-1.0,-1.0,0.0,0.0
270,2,-1.0,2,30.0,997.0,997.0,-1.5,-1.5,0.0,0.0
270,2,-1.0,3,45.0,996.5,996.5,-2.0,-2.0,0.0,0.0
270,2,-1.0,4,60.0,995.5,995.5,-3.0,-3.0,0.0,0.0
270,2,-1.0,5,75.0,995.5,995.5,-3.0,-3.0,0.0,0.0
270,2,0.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
270,2,0.0,1,15.0,997.5,997.5,-1.0,-1.0,0.0,0.0
270,2,0.0,2,30.0,997.0,997.0,-1.5,-1.5,0.0,0.0
270,2,0.0,3,45.0,996.5,996.5,-2.0,-2.0,0.0,0.0
270,2,0.0,4,60.0,995.5,995.5,-3.0,-3.0,0.0,0.0
270,2,0.0,5,75.0,995.5,995.5,-3.0,-3.0,0.0,0.0
270,2,1.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
270,2,1.0,1,15.0,997.5,997.5,-1.0,-1.0,0.0,0.0
270,2,1.0,2,30.0,997.0,997.0,-1.5,-1.5,0.0,0.0
270,2,1.0,3,45.0,996.5,996.5,-2.0,-2.0,0.0,0.0
270,2,1.0,4,60.0,995.5,995.5,-3.0,-3.0,0.0,0.0
270,2,1.0,5,75.0,995.5,995.5,-3.0,-3.0,0.0,0.0
270,2,2.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
270,2,2.0,1,15.0,997.5,997.5,-1.0,-1.0,0.0,0.0
270,2,2.0,2,30.0,997.0,997.0,-1.5,-1.5,0.0,0.0
270,2,2.0,3,45.0,996.5,996.5,-2.0,-2.0,0.0,0.0
270,2,2.0,4,60.0,995.5,996.0,-3.0,-2.5,0.5,0.5
270,2,3.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
270,2,3.0,1,15.0,997.5,997.5,-1.0,-1.0,0.0,0.0
270,2,3.0,2,30.0,997.0,997.0,-1.5,-1.5,0.0,0.0
270,2,3.0,3,45.0,996.5,996.5,-2.0,-2.0,0.0,0.0
270,2,3.0,4,60.0,995.5,995.5,-3.0,-3.0,0.0,0.0
270,2,3.0,5,75.0,995.5,995.5,-3.0,-3.0,0.0,0.0
271,2,-3.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
271,2,-3.0,1,15.0,997.5,997.5,-1.0,-1.0,0.0,0.0
271,2,-3.0,2,30.0,996.5,996.5,-2.0,-2.0,0.0,0.0
271,2,-3.0,3,45.0,996.5,996.5,-2.0,-2.0,0.0,0.0
271,2,-3.0,4,60.0,996.0,996.0,-2.5,-2.5,0.0,0.0
271,2,-3.0,5,75.0,995.5,995.5,-3.0,-3.0,0.0,0.0
271,2,-3.0,6,90.0,995.0,995.5,-3.5,-3.0,0.5,0.5
271,2,-3.0,7,105.0,994.5,994.5,-4.0,-4.0,0.0,0.0
271,2,-3.0,8,120.0,994.5,994.5,-4.0,-4.0,0.0,0.0
271,2,-3.0,9,135.0,994.5,994.5,-4.0,-4.0,0.0,0.0
271,2,-2.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
271,2,-2.0,1,15.0,997.5,997.5,-1.0,-1.0,0.0,0.0
271,2,-2.0,2,30.0,996.5,996.5,-2.0,-2.0,0.0,0.0
271,2,-2.0,3,45.0,996.5,996.5,-2.0,-2.0,0.0,0.0
271,2,-2.0,4,60.0,996.0,996.5,-2.5,-2.0,0.5,0.5
271,2,-2.0,5,75.0,995.5,995.5,-3.0,-3.0,0.0,0.0
271,2,-2.0,6,90.0,995.0,995.5,-3.5,-3.0,0.5,0.5
271,2,-2.0,7,105.0,994.5,994.5,-4.0,-4.0,0.0,0.0
271,2,-2.0,8,120.0,994.5,994.5,-4.0,-4.0,0.0,0.0
271,2,-2.0,9,135.0,994.5,994.5,-4.0,-4.0,0.0,0.0
271,2,-1.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
271,2,-1.0,1,15.0,997.5,997.5,-1.0,-1.0,0.0,0.0
271,2,-1.0,2,30.0,996.5,996.5,-2.0,-2.0,0.0,0.0
271,2,-1.0,3,45.0,996.5,996.5,-2.0,-2.0,0.0,0.0
271,2,-1.0,4,60.0,996.0,996.5,-2.5,-2.0,0.5,0.5
271,2,-1.0,5,75.0,995.5,995.5,-3.0,-3.0,0.0,0.0
271,2,-1.0,6,90.0,995.0,995.5,-3.5,-3.0,0.5,0.5
271,2,-1.0,7,105.0,994.5,994.5,-4.0,-4.0,0.0,0.0
271,2,-1.0,8,120.0,994.5,994.5,-4.0,-4.0,0.0,0.0
271,2,-1.0,9,135.0,994.5,994.5,-4.0,-4.0,0.0,0.0
271,2,0.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
271,2,0.0,1,15.0,997.5,997.5,-1.0,-1.0,0.0,0.0
271,2,0.0,2,30.0,996.5,996.5,-2.0,-2.0,0.0,0.0
271,2,0.0,3,45.0,996.5,996.5,-2.0,-2.0,0.0,0.0
271,2,0.0,4,60.0,996.0,996.0,-2.5,-2.5,0.0,0.0
271,2,0.0,5,75.0,995.5,995.5,-3.0,-3.0,0.0,0.0
271,2,0.0,6,90.0,995.0,995.0,-3.5,-3.5,0.0,0.0
271,2,0.0,7,105.0,994.5,994.5,-4.0,-4.0,0.0,0.0
271,2,0.0,8,120.0,994.5,994.5,-4.0,-4.0,0.0,0.0
271,2,0.0,9,135.0,994.5,994.5,-4.0,-4.0,0.0,0.0
271,2,1.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
271,2,1.0,1,15.0,997.5,997.5,-1.0,-1.0,0.0,0.0
271,2,1.0,2,30.0,996.5,996.5,-2.0,-2.0,0.0,0.0
271,2,1.0,3,45.0,996.5,996.5,-2.0,-2.0,0.0,0.0
271,2,1.0,4,60.0,996.0,996.0,-2.5,-2.5,0.0,0.0
271,2,1.0,5,75.0,995.5,995.5,-3.0,-3.0,0.0,0.0
271,2,1.0,6,90.0,995.0,995.5,-3.5,-3.0,0.5,0.5
271,2,1.0,7,105.0,994.5,994.5,-4.0,-4.0,0.0,0.0
271,2,1.0,8,120.0,994.5,994.5,-4.0,-4.0,0.0,0.0
271,2,1.0,9,135.0,994.5,994.5,-4.0,-4.0,0.0,0.0
271,2,2.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
271,2,2.0,1,15.0,997.5,997.5,-1.0,-1.0,0.0,0.0
271,2,2.0,2,30.0,996.5,996.5,-2.0,-2.0,0.0,0.0
271,2,2.0,3,45.0,996.5,996.5,-2.0,-2.0,0.0,0.0
271,2,2.0,4,60.0,996.0,996.0,-2.5,-2.5,0.0,0.0
271,2,2.0,5,75.0,995.5,995.5,-3.0,-3.0,0.0,0.0
271,2,2.0,6,90.0,995.0,995.5,-3.5,-3.0,0.5,0.5
271,2,2.0,7,105.0,994.5,994.5,-4.0,-4.0,0.0,0.0
271,2,2.0,8,120.0,994.5,994.5,-4.0,-4.0,0.0,0.0
271,2,2.0,9,135.0,994.5,994.5,-4.0,-4.0,0.0,0.0
271,2,3.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
271,2,3.0,1,15.0,997.5,996.5,-1.0,-2.0,-1.0,-1.0
271,2,3.0,2,30.0,996.5,996.5,-2.0,-2.0,0.0,0.0
271,2,3.0,3,45.0,996.5,996.5,-2.0,-2.0,0.0,0.0
271,2,3.0,4,60.0,996.0,995.5,-2.5,-3.0,-0.5,-0.5
271,2,3.0,5,75.0,995.5,995.5,-3.0,-3.0,0.0,0.0
271,2,3.0,6,90.0,995.0,995.5,-3.5,-3.0,0.5,0.5
271,2,3.0,7,105.0,994.5,994.5,-4.0,-4.0,0.0,0.0
271,2,3.0,8,120.0,994.5,994.5,-4.0,-4.0,0.0,0.0
271,2,3.0,9,135.0,994.5,994.5,-4.0,-4.0,0.0,0.0
277,2,-3.0,0,0.0,1001.5,1001.5,0.0,0.0,0.0,0.0
277,2,-3.0,1,15.0,1001.5,1001.5,0.0,0.0,0.0,0.0
277,2,-3.0,2,30.0,1002.5,1002.5,1.0,1.0,0.0,0.0
277,2,-3.0,3,45.0,1002.5,1002.0,1.0,0.5,-0.5,-0.5
277,2,-3.0,4,60.0,1002.5,1002.5,1.0,1.0,0.0,0.0
277,2,-3.0,5,75.0,1003.5,1003.5,2.0,2.0,0.0,0.0
277,2,-3.0,6,90.0,1003.5,1003.5,2.0,2.0,0.0,0.0
277,2,-3.0,7,105.0,1003.5,1003.5,2.0,2.0,0.0,0.0
277,2,-2.0,0,0.0,1001.5,1001.5,0.0,0.0,0.0,0.0
277,2,-2.0,1,15.0,1001.5,1001.5,0.0,0.0,0.0,0.0
277,2,-2.0,2,30.0,1002.5,1002.5,1.0,1.0,0.0,0.0
277,2,-2.0,3,45.0,1002.5,1002.5,1.0,1.0,0.0,0.0
277,2,-2.0,4,60.0,1002.5,1002.5,1.0,1.0,0.0,0.0
277,2,-2.0,5,75.0,1003.5,1003.5,2.0,2.0,0.0,0.0
277,2,-2.0,6,90.0,1003.5,1003.5,2.0,2.0,0.0,0.0
277,2,-2.0,7,105.0,1003.5,1003.5,2.0,2.0,0.0,0.0
277,2,-1.0,0,0.0,1001.5,1001.5,0.0,0.0,0.0,0.0
277,2,-1.0,1,15.0,1001.5,1001.5,0.0,0.0,0.0,0.0
277,2,-1.0,2,30.0,1002.5,1002.5,1.0,1.0,0.0,0.0
277,2,-1.0,3,45.0,1002.5,1002.5,1.0,1.0,0.0,0.0
277,2,-1.0,4,60.0,1002.5,1002.0,1.0,0.5,-0.5,-0.5
277,2,-1.0,5,75.0,1003.5,1003.5,2.0,2.0,0.0,0.0
277,2,-1.0,6,90.0,1003.5,1003.5,2.0,2.0,0.0,0.0
277,2,-1.0,7,105.0,1003.5,1003.5,2.0,2.0,0.0,0.0
277,2,0.0,0,0.0,1001.5,1001.5,0.0,0.0,0.0,0.0
277,2,0.0,1,15.0,1001.5,1001.5,0.0,0.0,0.0,0.0
277,2,0.0,2,30.0,1002.5,1002.5,1.0,1.0,0.0,0.0
277,2,0.0,3,45.0,1002.5,1002.5,1.0,1.0,0.0,0.0
277,2,0.0,4,60.0,1002.5,1002.5,1.0,1.0,0.0,0.0
277,2,0.0,5,75.0,1003.5,1003.5,2.0,2.0,0.0,0.0
277,2,0.0,6,90.0,1003.5,1003.5,2.0,2.0,0.0,0.0
277,2,0.0,7,105.0,1003.5,1003.5,2.0,2.0,0.0,0.0
277,2,1.0,0,0.0,1001.5,1001.5,0.0,0.0,0.0,0.0
277,2,1.0,1,15.0,1001.5,1001.5,0.0,0.0,0.0,0.0
277,2,1.0,2,30.0,1002.5,1002.5,1.0,1.0,0.0,0.0
277,2,1.0,3,45.0,1002.5,1002.5,1.0,1.0,0.0,0.0
277,2,1.0,4,60.0,1002.5,1002.5,1.0,1.0,0.0,0.0
277,2,1.0,5,75.0,1003.5,1003.5,2.0,2.0,0.0,0.0
277,2,1.0,6,90.0,1003.5,1003.5,2.0,2.0,0.0,0.0
277,2,1.0,7,105.0,1003.5,1003.5,2.0,2.0,0.0,0.0
277,2,2.0,0,0.0,1001.5,1001.5,0.0,0.0,0.0,0.0
277,2,2.0,1,15.0,1001.5,1002.5,0.0,1.0,1.0,1.0
277,2,2.0,2,30.0,1002.5,1002.5,1.0,1.0,0.0,0.0
277,2,2.0,3,45.0,1002.5,1002.5,1.0,1.0,0.0,0.0
277,2,2.0,4,60.0,1002.5,1003.5,1.0,2.0,1.0,1.0
277,2,2.0,5,75.0,1003.5,1004.0,2.0,2.5,0.5,0.5
277,2,2.0,6,90.0,1003.5,1004.5,2.0,3.0,1.0,1.0
277,2,2.0,7,105.0,1003.5,1004.5,2.0,3.0,1.0,1.0
277,2,3.0,0,0.0,1001.5,1001.5,0.0,0.0,0.0,0.0
277,2,3.0,1,15.0,1001.5,1002.5,0.0,1.0,1.0,1.0
277,2,3.0,2,30.0,1002.5,1002.5,1.0,1.0,0.0,0.0
277,2,3.0,3,45.0,1002.5,1002.5,1.0,1.0,0.0,0.0
277,2,3.0,4,60.0,1002.5,1002.5,1.0,1.0,0.0,0.0
277,2,3.0,5,75.0,1003.5,1003.5,2.0,2.0,0.0,0.0
277,2,3.0,6,90.0,1003.5,1003.5,2.0,2.0,0.0,0.0
277,2,3.0,7,105.0,1003.5,1003.0,2.0,1.5,-0.5,-0.5
278,2,-3.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
278,2,-3.0,1,15.0,997.5,997.5,-1.0,-1.0,0.0,0.0
278,2,-3.0,2,30.0,997.5,997.5,-1.0,-1.0,0.0,0.0
278,2,-3.0,3,45.0,996.5,996.5,-2.0,-2.0,0.0,0.0
278,2,-3.0,4,60.0,996.5,996.5,-2.0,-2.0,0.0,0.0
278,2,-3.0,5,75.0,995.5,995.5,-3.0,-3.0,0.0,0.0
278,2,-3.0,6,90.0,995.5,995.5,-3.0,-3.0,0.0,0.0
278,2,-3.0,7,105.0,994.5,995.5,-4.0,-3.0,1.0,1.0
278,2,-3.0,8,120.0,994.5,995.5,-4.0,-3.0,1.0,1.0
278,2,-3.0,9,135.0,994.5,995.5,-4.0,-3.0,1.0,1.0
278,2,-2.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
278,2,-2.0,1,15.0,997.5,997.5,-1.0,-1.0,0.0,0.0
278,2,-2.0,2,30.0,997.5,997.5,-1.0,-1.0,0.0,0.0
278,2,-2.0,3,45.0,996.5,996.5,-2.0,-2.0,0.0,0.0
278,2,-2.0,4,60.0,996.5,996.5,-2.0,-2.0,0.0,0.0
278,2,-2.0,5,75.0,995.5,995.5,-3.0,-3.0,0.0,0.0
278,2,-2.0,6,90.0,995.5,995.5,-3.0,-3.0,0.0,0.0
278,2,-2.0,7,105.0,994.5,995.5,-4.0,-3.0,1.0,1.0
278,2,-2.0,8,120.0,994.5,995.5,-4.0,-3.0,1.0,1.0
278,2,-2.0,9,135.0,994.5,995.5,-4.0,-3.0,1.0,1.0
278,2,-1.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
278,2,-1.0,1,15.0,997.5,997.5,-1.0,-1.0,0.0,0.0
278,2,-1.0,2,30.0,997.5,997.5,-1.0,-1.0,0.0,0.0
278,2,-1.0,3,45.0,996.5,996.5,-2.0,-2.0,0.0,0.0
278,2,-1.0,4,60.0,996.5,996.5,-2.0,-2.0,0.0,0.0
278,2,-1.0,5,75.0,995.5,995.5,-3.0,-3.0,0.0,0.0
278,2,-1.0,6,90.0,995.5,995.5,-3.0,-3.0,0.0,0.0
278,2,-1.0,7,105.0,994.5,995.5,-4.0,-3.0,1.0,1.0
278,2,-1.0,8,120.0,994.5,995.5,-4.0,-3.0,1.0,1.0
278,2,-1.0,9,135.0,994.5,995.5,-4.0,-3.0,1.0,1.0
278,2,0.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
278,2,0.0,1,15.0,997.5,997.5,-1.0,-1.0,0.0,0.0
278,2,0.0,2,30.0,997.5,997.5,-1.0,-1.0,0.0,0.0
278,2,0.0,3,45.0,996.5,996.5,-2.0,-2.0,0.0,0.0
278,2,0.0,4,60.0,996.5,996.5,-2.0,-2.0,0.0,0.0
278,2,0.0,5,75.0,995.5,995.5,-3.0,-3.0,0.0,0.0
278,2,0.0,6,90.0,995.5,995.5,-3.0,-3.0,0.0,0.0
278,2,0.0,7,105.0,994.5,994.5,-4.0,-4.0,0.0,0.0
278,2,0.0,8,120.0,994.5,994.5,-4.0,-4.0,0.0,0.0
278,2,0.0,9,135.0,994.5,994.5,-4.0,-4.0,0.0,0.0
278,2,1.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
278,2,1.0,1,15.0,997.5,997.5,-1.0,-1.0,0.0,0.0
278,2,1.0,2,30.0,997.5,997.5,-1.0,-1.0,0.0,0.0
278,2,1.0,3,45.0,996.5,996.5,-2.0,-2.0,0.0,0.0
278,2,1.0,4,60.0,996.5,996.5,-2.0,-2.0,0.0,0.0
278,2,1.0,5,75.0,995.5,995.5,-3.0,-3.0,0.0,0.0
278,2,1.0,6,90.0,995.5,995.5,-3.0,-3.0,0.0,0.0
278,2,1.0,7,105.0,994.5,995.5,-4.0,-3.0,1.0,1.0
278,2,2.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
278,2,2.0,1,15.0,997.5,997.5,-1.0,-1.0,0.0,0.0
278,2,2.0,2,30.0,997.5,997.5,-1.0,-1.0,0.0,0.0
278,2,2.0,3,45.0,996.5,996.5,-2.0,-2.0,0.0,0.0
278,2,2.0,4,60.0,996.5,996.5,-2.0,-2.0,0.0,0.0
278,2,2.0,5,75.0,995.5,995.5,-3.0,-3.0,0.0,0.0
278,2,2.0,6,90.0,995.5,995.5,-3.0,-3.0,0.0,0.0
278,2,2.0,7,105.0,994.5,995.5,-4.0,-3.0,1.0,1.0
278,2,2.0,8,120.0,994.5,995.5,-4.0,-3.0,1.0,1.0
278,2,2.0,9,135.0,994.5,995.5,-4.0,-3.0,1.0,1.0
278,2,3.0,0,0.0,998.5,998.5,0.0,0.0,0.0,0.0
278,2,3.0,1,15.0,997.5,997.5,-1.0,-1.0,0.0,0.0
278,2,3.0,2,30.0,997.5,997.5,-1.0,-1.0,0.0,0.0
278,2,3.0,3,45.0,996.5,996.5,-2.0,-2.0,0.0,0.0
278,2,3.0,4,60.0,996.5,996.5,-2.0,-2.0,0.0,0.0
278,2,3.0,5,75.0,995.5,995.5,-3.0,-3.0,0.0,0.0
278,2,3.0,6,90.0,995.5,995.5,-3.0,-3.0,0.0,0.0
